Номенклатура;Бренд;Артикул;Описание;Вес/Объем;Кратность отгрузки;Цена, руб.;Базовая цена, руб;Наличие;Срок поставки, дн.;Каталожный номер;OEМ Номер;Применимость;Вендор-код
NSIN0001130691;Ajusa;01044600;Прокладка системы выпуска;0,092;1;273,34;414,17;1;0;01044600;"8D0253115;AH2337;V10-1820;497.210;3025301158D0;V101820;107 211;";AUDI A4 96-01 1,8T/01-04 1,6/1,8T/2,0/04-08 1,6/A6 97-05 1,8T/2,0/VW PASSAT 00-05 1,6/1,8T/2,0/TOURAN 03-0 1,6;01044600
NSIN0001130692;Ajusa;01044700;Прокладка системы выпуска;0,092;1;241,01;365,18;1;0;01044700;"1H0253115;JE5075;582.860;31-027178-00;107 203;110-982;AH2334;";AUDI A3 04-12 2,0/A4 01-04 1,6/1,8T/1,9D/2,0/04-08 1,6/2,0/2,0D/A6 97-05 1,8T/2,0/04-11 2,0/2,0D/A8 00-02 3,3D/TT 06-10 2,0/SKODA OCTAVIA 04-/SUPERB 01-08 1,9D/2,0/2,0D/VW GOLF 02-05 3,2/PASSAT 1,6/1,9D/2,0/2,0D/PHAETON 02- 3,2/SHARAN 95-10 1,9D/TOUAREG 02-06 3,2/TOURAN 03-05 1,6/TRANSPORTER/LT;01044700
NSIN0001130713;Ajusa;01053000;Прокладка системы выпуска;0,092;1;206,89;313,49;1;0;01053000;"ESR3737;AH1375;450-917;71-38291-00;";LAND ROVER DEFENDER 98- 2,5TD/DISCOVERY 04-09/RANGE ROVER 04-09/RANGE ROVER SPORT 05-13 2,7TD;01053000
NSIN0001130721;Ajusa;01064200;Прокладка системы выпуска;0,092;1;307,01;465,18;3;0;01064200;"YF01-40-305B;AH0339;";FORD MAVERICK 01-/MAZDA MPV 02-06/TRIBUTE 00-08 3,0;01064200
NSIN0011319102;Ajusa;01107400;Прокладка топливного насоса;0,092;1;204,68;310,14;1;0;01107400;"038145215;876.661;";AUDI/VW;01107400
NSIN0011319116;Ajusa;01108800;Прокладка системы выпуска;0,092;1;241,45;365,84;4;0;01108800;"1K0253115D;AH6581;";AUDI A3 03-08/SEAT ALTEA 04-09/LEON 05-10/TOLEDO 04-09/SKODA OCTAVIA 04-/VW GOLF 04-08/JETTA 05-10/PASSAT 05-10/TOURAN 03-05 2,0 FSI;01108800
NSIN0011319137;Ajusa;01110900;Прокладка впускного коллектора;0,092;1;112,97;171,18;3;0;01110900;"06A133227B;06A133227D;450104H;5056020;AH5598;450105P;71-36061-00;JD6006;";AUDI A3 00-03 1,6/03-12 1,6/SKODA OCTAVIA 99- 1,6/2,0/VW BORA 00-05 1,6/CADDY 04- 1,6/GOLF 00-05 1,6/04-08 1,6/08-12 1,6/JETTA 05-10 1,6/BEETLE 00-/PASSAT 05-10 1,6/TOURAN 03-10 1,6;01110900
NSIN0011319331;Ajusa;01121000;Прокладка впускного коллектора;0,092;1;91,26;138,28;4;0;01121000;"8200275057;IM1434;JD5940;AH4555;450384P;71-37913-00;";RENAULT 04- K4M-790, K4M-791/794, K4M-792 1598 cc;01121000
NSII0000079600;Ajusa;01140600;Прокладка сливной пробки;1,3;1;45,2;68,48;6;0;01140600;"11026-01M02;1102601M02;11026-BX000;1126BX000;";NISSAN/RENAULT;01140600
NSIN0011319545;Ajusa;01149900;Прокладка впускного коллектора;0,092;1;241,01;365,18;3;0;01149900;"14032-EA200;AH2548;";NISSAN NAVARA/PATHFINDER 04- 4,0;01149900
NSII0000080222;Ajusa;01163800;Прокладка системы выпуска;0,092;1;929,87;1408,97;1;0;01163800;"30414;AH0571;20695-CN000;20695-ED10A;20695-ED10E;8200228590;";NISSAN MICRA 05-10 1,6/NOTE 06-12/QASHQAI 03-08 1,6/TEANA 03-08 2,0/TIIDA 07- 1,6;01163800
NSII0000078336;Ajusa;01165000;Прокладка системы выпуска;0,092;1;171,01;259,12;1;0;01165000;"AH0505;700 613;JE5063;027429H;7700423572;";RENAULT/SUZUKI;01165000
NSII0004291093;Ajusa;01215400;Прокладка системы выпуска;0,092;1;1286,94;1950;2;0;01215400;"L315-40-581;";MAZDA CX-7 07-/MAZDA 3 06-09 2,3MPS/MAZDA 6 07- 2,5/MX-5 05- 1,8/RX-8 03-08 1,3;01215400
NSIN0001131081;Ajusa;10037100;Прокладка ГБЦ;0,935;1;674,26;1021,66;1;0;10037100;"30-026807-30;61-25745-40;828.807;04843;BM360;411352P;61-25745-30;026103383;026103383E;026103383K;026103383L;026103383M;026103383P;0056045;21116/7620;026103383Q;H04843-00;CH3322;HG424;30 91 9116;19116;30-026807-40;4843;100 195;0828807;460761;558885;760773;828007;";AUDI 80 78-86 1,6/1,8/86-91 1,6/1,8/91-94 1,6/100 83-90 1,8/VW GOLF 83-91 1,6/1,8/91-97 1,8/97-99 1,8/JETTA 83-91 1,6/1,8/PASSAT 85-88 1,6/1,8/88-93 1,6/1,8/93-96 1,8/VENTO 91-97 1,8;10037100
NSIN0001131390;Ajusa;10070300;Прокладка ГБЦ;0,935;1;1170,87;1774,13;2;0;10070300;"30-028225-00;61-52252-00;920.460;J1250503;J1255017;26820;50420;501-4202;BS130;10070310;10070320;MD112531;MD160942;MD13797;752.983;2231142855;21221/8617;AJU10070300;9204.60;22311-42855;1005B427;MD302892;J1255017;CH9396;J1250503;HG654;30-028225-00RH;414483P;2231142852;2231142850;GGHH-029;PGA-M071;MD137976;MD174796;";HYUNDAI GALLOPER 98-03 2,5D/H1 00-05 D/TERRACAN 01-06 2,5D/MITSUBISHI PAJERO 86-91 2,5D/91-99 2,5D/00-06 2,5D;10070300
NSIN0001131463;Ajusa;10074500;Прокладка ГБЦ;0,935;1;904,18;1370,04;2;0;10074500;"414802P;30-027222-20;403.740;403.741;AY060;0056030;HG1037;30-027222-30;AY061;H50471-00;CH9330;403741;61-31705-00;50471;15552;078103383E;078103383C;32 91 5552;";AUDI 80 91-94 2,6/2,8/100 91-94 2,6/2,8/AUDI A4 96-01 2,4/2,6/2,8/A6 94-97 2,4/2,6/2,8/A8 94-96 2,8/;10074500
NSIN0001131523;Ajusa;10079800;Прокладка ГБЦ;0,935;1;1427,37;2162,79;1;0;10079800;"30-027462-10;61-29105-00;122.810;712.430;50222;14289;830.153;30-027462-00;BV810;A1110160620;A1110161220;A1110161020;0022014;A1110162620;H50222-00;CH9341;10 91 4289;414636P;A1110161420;HG767;A1110161120;A1110162720;A1110160320;A1110160520;61-29105-10;";MB CL202 01-02 1,8/2,0/W202 93-00 2,0/2,2/W203 00-02 1,8/2,0/A208 98-02 2,0/W124 93-95 2,0/2,2/W210 95-02 2,0/R170 96-04 2,0/VITO 96-03 2,0;10079800
NSIN0001131535;Ajusa;10080900;Прокладка ГБЦ;0,935;1;708,37;1073,35;2;0;10080900;"920.282;11115-16090;11115-16100;0052809;AJU10080900;9202.82;J1252012;414090P;HG686;CH8398;214399500;HG34010;30-028093-00;61-52585-00;50643;BR750;0052814;11115-16082;11115-16080;11115-16081;J1 252 012;";TOYOTA 87-94 4AF,4AFE 16V 1587 cc;10080900
NSIN0001131627;Ajusa;10088800;Прокладка ГБЦ;0,935;1;1089,8;1651,3;2;0;10088800;"30-028100-00;J1252035;BS360;PK7842;11115-65030;11115-65020;1111565031A;11115-65033;0052843;5405.50;540.550;CH8381;414654P;HG1238L;11115-65031;11115-65032;";Toyota 4 Runner/Hi-Lux 3.0 V6 12V 3VZ-E SOHC 88 RH;10088800
NSIN0001131628;Ajusa;10088900;Прокладка ГБЦ;0,935;1;1087,58;1647,94;2;0;10088900;"30-028101-00;J1252036;BS370;11116-65030;11116-65020;11116-65033;0052845;540.560;CH8388;414670P;HG1238R;11116-65032;11116-65031;";Toyota 4 Runner/Hi-Lux 3.0 V6 12V 3VZ-E SOHC 88 LH;10088900
NSIN0001131705;Ajusa;10095000;Прокладка ГБЦ;0,935;1;694,64;1052,53;4;0;10095000;"61-33680-00;7700866683;H50458-00;HG783;CH7305;BY031;30-028797-00;219.610;50458;BY030;414340P;0046838;770866683F;7700866683F;21294/9514;219.611;7700 273 763;";RENAULT 95- K7J-700/701,K7M-702/720 1390/1598 cc;10095000
NSIN0001131739;Ajusa;10096400;Прокладка ГБЦ;0,935;1;1183,27;1792,93;3;0;10096400;"916.058;AY200;PK0209;61-35380-00;30-029712-00;ERR5437;ERR7217;916.059;H80187-00;CH7363;HG147C;80187;LVB 500030;";LAND ROVER/ROVER GROUP 93- 42D,35D,36D,40D,37D,38D 3947/4273 cc;10096400
NSIN0001131794;Ajusa;10100000;Прокладка ГБЦ;0,935;1;960;1454,62;2;0;10100000;"414812P;30-027987-10;61-33005-10;467.592;50467;17742;BY250;09129040;90509849;5607449;9118313;467.593;J1 250 903;0042654;21329/9513;9129040;5607409;203 844;0021019;HG742;40 91 7742;30-027987-10RH;H50467-00;09129040;1114185Z01;5607409;93363560;09 118 313;92062605;92067765;93188114;09129038;5606427;5607427;91 29 038;CH6595;50926;10100800;";CHEVROLET EPICA 06-11 2,0/REZZO 05- 2,0/DAEWOO LEGANZA 97-04 2,0/MAGNUS 99-06 2,0/NUBIRA 97-03 2,0/REZZO 00- 2,0/OPEL ASTRA 94-98/98-02/CALIBRA 94-97 2,0/FRONTERA 95-98/98-04/OMEGA 94-03 2,0/2,2/VECTRA 94-95/95-00 2,0;10100000
NSIN0001131865;Ajusa;10102600;Прокладка ГБЦ;0,935;1;1719,75;2605,81;1;0;10102600;"30-028925-00;30-029462-00;124.471;475.920;AY980;10102601;61-31280-00;124.474;414795P;06B103383AE;06B103383G;124473;124474;HG1009;0056052;31800;H50474-00;AC5220;06B103383H;CH6517H;124.473;50474;06B103383AG;30 93 1800;";AUDI A3 96-03/03-12/A4 96-01/00-04/04-08/SKODA OCTAVIA 99-/VW BORA 00-05/CADDY 04-/GOLF 00-05/04-08/08-12/JETTA 05-10/BEETLE 00-/PASSAT 00-05/05-10/POLO 95-01/TOURAN 03-10 1,6;10102600
NSIN0001131867;Ajusa;10102700;Прокладка ГБЦ;0,935;1;1549,64;2348,05;1;0;10102700;"30-028495-00;467.364;50468;AY970;10102701;414798P;467.362;61-31955-00;058103383K;06A103383F;06B103383B;414794P;0056065;21282/6714;06A103338F;31801;30 93 1801;366.670;058103383Q;467360;H50468-00;HG750;CH6514H;61-31955-10;467.361;058103383M;";AUDI A3 96-03/A4 96-01/00-04/04-08 1,8/1,8T/A6 95-97/97-05/TT 98-06/SKODA OCTAVIA 96-06/SUPERB 01-08/VW BORA 00-05/GOLF 97-05/BEETLE 00-/PASSAT 96-00/00-05/POLO 04-09/SHARAN 96-10 1,8/1,8T;10102700
NSIN0001131973;Ajusa;10109700;Прокладка ГБЦ;0,935;1;1178,84;1786,21;1;0;10109700;"010.110;BV550;10091100;PK3805;MD194265;0038824;010.100;MD346925;J1255016;HG1537;AG8080;HG1532;CH6544;J1255016;";MITSUBISHI 97- G64FR,4G64 2350 cc;10109700
NSIN0001132227;Ajusa;10122600;Прокладка ГБЦ;0,935;1;1951,88;2957,55;3;0;10122600;"AG5100;HG1272;CH4517;415336P;11115-46044;11115-46045;AJU10122600;";TOYOTA/LEXUS 96- 2JZ-GE 2997 cc;10122600
NSIN0001132348;Ajusa;10128000;Прокладка ГБЦ;0,935;1;1535,02;2325,9;2;0;10128000;"414861P;30-027971-00;712.460;50222;A1110162820;61-29415-00;BZ900;712.430;A1110161020;A1110163120;0712430;CH4585;HG1035;A1110160420;A1110161520;00A103383;A 1 110 160 92 0;";DAEWOO MUSSO 99-02/MB W202 96-98/W210 95-97/W163 98-05/SPRINTER 95-06/VITO 96-03/SSANGYONG ACTION 06-11/REXTON 01- 2,3;10128000
NSIN0001132351;Ajusa;10128200;Прокладка ГБЦ;0,935;1;1891,19;2865,58;1;0;10128200;"762.810;61-34150-10;BZ150;414879P;30-027217-20;BW370;CH4589;0913822;80064;913.821;913.822;30-028747-00;A6010164620;A6010163920;";MB Vito/Viano 2.3D/TD OM601.970 96-;10128200
NSIN0001132357;Ajusa;10128700;Прокладка ГБЦ;0,935;1;1783,55;2702,48;1;0;10128700;"30-027458-10;61-29260-00;425.100;80076;60-29260-00;A1190163820;A1190163220;CH4584;414932P;";MB W124 91-95/W140 91-98/R129 92-01 5,0 RH;10128700
NSIN0001132358;Ajusa;10128800;Прокладка ГБЦ;0,935;1;1780;2697,11;1;0;10128800;"A1190163720;H80075-00;CH4581;414931P;XEL425090;30-027158-10;D35094;61-29255-00;425.090;80075;60-29255-00;A1190163120;";MB W124 91-95/W140 91-98/R129 92-01 5,0 LH;10128800
NSIN0001132398;Ajusa;10131000;Прокладка ГБЦ;0,935;1;1695,83;2569,57;1;0;10131000;"30 93 2259;0056090;036 103 383 AM;148.331;167.770;415090P;61-34075-00;H80140-00;32259;036103383Q;109 357;148.330;187.311;215966700;30-029288-00;30-029313-00;30-029313-10;301030383036AM;80140;AB5700;AB5701;CH3555;HG1006;";AUDI A2 00-05/SEAT ALTEA 06-/SKODA FABIA 99-07/06-/OCTAVIA 00-10/04-/PRAKTIK 07-/ROOMSTER 06-/VW BORA 00-05/CADDY 00-10/GOLF 97-05/05-08/08-12/LUPO 98-05/BEETLE 00-/POLO 00-08/08- 1,4;10131000
NSIN0001132474;Ajusa;10138200;Прокладка ГБЦ;0,935;1;1904,04;2885,05;4;0;10138200;"30-028827-00;61-34440-00;123.481;123.482;AB5260;1105772;1308385;CH3589;HG1378;HG1159;415226P;AE5320;H80058-00;215266700;0123482;80058;PK1626;YF09-10-271A;";FORD FOCUS 02-04 RS/MAVERICK 01- 2,0/MAZDA TRIBUTE 00-08 2,0;10138200
NSIN0001132494;Ajusa;10139400;Прокладка головки блока цилиндров;0,3;1;2467,1;3738,22;2;0;10139400;"AC5560;AC5570;CH3543;HG1085;";CHRYSLER  #  2001->  #   1996/2429 cc;10139400
NSIN0001132614;Ajusa;10148900;Прокладка ГБЦ;0,935;1;1628,94;2468,22;2;0;10148900;"61-35450-00;627.001;PK8090;06B103383R;H50827-00;0056015;30-030214-00;CH2588;06B103383AD;415043P;AG8810;HG1323;216066700;0744361;744.361;06B103383AF;";AUDI A4 00-04/04-08/A6 00-05/VW PASSAT 00-05 2,0;10148900
NSIN0001132635;Ajusa;10150700;Прокладка ГБЦ;0,935;1;2095,42;3175,04;1;0;10150700;"61-33025-00;AG9750;H80475-00;HG1192;CH1594;0209OH;170.050;415054P;0209.0H;";CITROEN C8 02-/PEUGEOT 406 00-04/407 04-10/607 00-10/807 02-10 2,2;10150700
NSIN0001132647;Ajusa;10151400;Прокладка ГБЦ;0,935;1;668,06;1012,26;1;0;10151400;"PK7016;96325170;CH1553;215319500;414293P;AG7990;PGCN054;50225600;GGHD-014;";CHEVROLET AVEO 06- 1,2/DAEWOO KALOS 05- 1,2/MATIZ 1,0/SPARK 1,0;10151400
NSIN0001132738;Ajusa;10156500;Прокладка ГБЦ;0,935;1;1657,74;2511,85;1;0;10156500;"PK1647;1253984;125.031;CH1560;HG1156;AB5133;216446700;415071P;61-36400-00;C401-10-271A;";FORD FIESTA 01-08/FOCUS 05-11/FUSION 02-/MAZDA 2 03- 1,4;10156500
NSIN0001132742;Ajusa;10156900;Прокладка ГБЦ;0,935;1;2340,4;3546,24;2;0;10156900;"PK1665;1122617;L802-10-271;AC5940;30-029554-00;1302345;1S7G6051BG;1119194;414062P;1122617;61-35440-00;8694658;HG1078;J1253052;CH1568;1302345;1S7G6051BG;8694658;60011;HG31040;060.011;30777325;";FORD C-MAX 03-07/FOCUS 05-11/MONDEO 00-07/MAZDA 5 05-10/MAZDA 6 02-07/MX-5 05-10/VOLVO C30 06-/S40 04-10/V50 04-10 1,8;10156900
NSIN0001132743;Ajusa;10157000;Прокладка ГБЦ;0,935;1;2289,9;3469,72;1;0;10157000;"AC5940;AD5220;PK1676;1229872;1124372;LF01-10-271;61-35435-00;060.031;30-029554-00;1129043;1S7G6051AJ;LF02-10-271;HG1079;0026518;415211P;1229872;30 777 325;LF0210271;AG8170;J1253049;414064P;CH1525;215096700;1124372;1S7G6051AH;1S7Z6051AA;0060031;HG31050;30-029824-00;L309-10-271;1S7G6051AG;1S7G6051AH;1S7Z6051AA;AJU10157000;";FORD C-MAX 03-07/07-10 2,0/FIESTA 05-08 2,0/FOCUS 05-11 2,0/GALAXY 06- 2,0/MAVERICK 04- 2,0/MONDEO 07/07- 2,0/S-MAX 06- 2,0/TRANSIT 06- 2,0/MAZDA 03-09 2,0/MAZDA 6 02-07 2,0/2,3/MPV 02-06 2,3/TRIBUTE 03-08 2,3/VOLVO C30 06- 2,0/S40 06-12 2,0/S80 07- 2,0/V50 06-12 2,0/V70 07- 2,0;10157000
NSIN0001132761;Ajusa;10157900;Прокладка ГБЦ;0,935;1;2185,8;3311,98;2;0;10157900;"4884407AA;HG1441;CH1528;048844443AD;414182P;AC5720;30-029536-00;";CHRYSLER CIRRUS 00-07 2,0/PT CRUISER 00-10 2,0/2,4/JEEP WRANGLER 02-06 2,4;10157900
NSIN0001132832;Ajusa;10164000;Прокладка ГБЦ;0,935;1;1501,35;2274,89;2;0;10164000;"036103383AF;61-36795-00;CH0535;";VOLKSWAGEN 03- AQZ,BJE 999 cc;10164000
NSII0001118868;Ajusa;10176700;Прокладка ГБЦ;0,935;1;1911,57;2896,46;1;0;10176700;"61-37360-00;CH9564;AH6630;0209.EA;165.980;0209 FS;";CITROEN C4 06-/C5 04-/C8 05-/JUMPY 07-/PEUGEOT 307 05-10/407 05-10/807 05-10/EXPERT 07- 2,0;10176700
NSII0001118879;Ajusa;10177800;Прокладка ГБЦ;0,935;1;1861,52;2820,62;1;0;10177800;"CH9521;431.551;431.550;AH5170;415255P;61-34830-00;8200296969;8200296969;";DACIA 04- K7J-710 1390/1598 cc;10177800
NSII0001118899;Ajusa;10179500;Прокладка ГБЦ;0,935;1;2566,78;3889,26;2;0;10179500;"538.030;CH9540;93303938;";CHEVROLET CAPTIVA 06-/OPEL ANTARA 07- 2,4;10179500
NSII0001118911;Ajusa;10180300;Прокладка ГБЦ;0,22;1;2259,78;3424,08;1;0;10180300;"CH8596;11115-37030;AH6940;";Toyota Auris 1.6 1RZ-FE/1.8 2RZ-FAE 07-;10180300
NSII0001118931;Ajusa;10182200;Прокладка ГБЦ;0,935;1;2476,85;3752,99;1;0;10182200;"AH6680;1355862;11115-28013;11115-28040;CH8519;";FORD GALAXY 07- 2,3/MONDEO 07- 2,3/S-MAX 07- 2,3/MAZDA 3 04-09 2,0/MAZDA 6 02-07 2,0/2,3/;10182200
NSII0001118935;Ajusa;10182510;Прокладка ГБЦ;0,935;1;2463,56;3732,85;1;0;10182510;"CH8510A;WLAA-10-272B;";Mazda BT-50 06- 2.5D;10182510
NSII0001118943;Ajusa;10183100;Прокладка ГБЦ;0,935;1;1449,52;2196,35;3;0;10183100;"720.950;22311-26603;22311-26101;AH6240;CH8572;";KIA Rio/Cerato, Hyundai Getz/Accent 1.4-1.6 16V 05-;10183100
NSII0001118953;Ajusa;10183900;Прокладка ГБЦ;0,935;1;3235,72;4902,85;1;0;10183900;"CH8578;AH6270;6640160020;";SSANGYONG ACTYON 05- 2,0D/KYRON 05- 2,0D;10183900
NSII0004291502;Ajusa;10186400;Прокладка ГБЦ;0,935;1;1818,1;2754,83;1;0;10186400;"1471557;AH6430;";FORD FIESTA 08-/FOCUS 05-11/MONDEO 07- 1,6;10186400
NSII0001118974;Ajusa;10186500;Прокладка ГБЦ;0,935;1;1725,51;2614,54;1;0;10186500;"7S7G6051CB;1471525;AH7150;31216200;";FORD C-MAX 07-10/FIESTA 01-08/FOCUS 05-11/FUSION 02-/VOLVO V50 05-12 1,6;10186500
NSII0001118976;Ajusa;10186700;Прокладка ГБЦ;0,935;1;787,23;1192,83;1;0;10186700;"0021012;068.180;21352/9500;30-029687-00;50711;61-53300-00;BZ300;J1 250 902;96391435;96181218;";CHEVROLET AVEO 06-/DAEWOO LANOS 97- 1,5;10186700
NSII0001118978;Ajusa;10186900;Прокладка ГБЦ;0,935;1;2129,09;3226,05;1;0;10186900;"CH8568;0015415;HG1460;0209.EW;11127595139;AH6440;";CITROEN BERLINGO 09-/C3 09-/C4 08-/DS3 09-/MINI 06-/PEUGEOT 207 07-/3008 09-/308 07-/5008 09- 1,4/1,6;10186900
NSII0004291608;Ajusa;10192700;Прокладка ГБЦ;0,22;1;2072,83;3140,81;1;0;10192700;"11115-37040;";Toyota Avensis/RAV4 2.0 3RZ-FAE 08-;10192700
NSII0004291070;Ajusa;10199600;Прокладка ГБЦ;0,935;1;1694,5;2567,56;1;0;10199600;"607161;AH7040;";OPEL ASTRA 09- 1,4;10199600
NSIN0001132883;Ajusa;11007000;Прокладка крышки клапанов;1,085;1;80,19;121,5;3;0;11007000;"J1220905;31-026099-10;70-13043-00;828.564;53090;05168;JN626;638727;638648;90215968;90323853;9032853;638720;71-13043-00;1542629;201 230;90354545;614 063 0004;90324125;X53090-01;RC292S;40 90 5168;RC6325;31-026099-10RH;423923P;J1220905;638648;638720;638727;9032853;96082214;96144972;701882;ADG06769;638720;40864/7930;";DAEWOO ESPERO 95-99/NEXIA 95-08 1,5/OPEL ASTRA 91-98 1,4/1,6/CORSA 82-93 1,2/1,3/1,4/1,6/93-00 1,2/1,4/KADETT 84-91 1,3/1,4/1,6/VECTRA 88-95 1,4/1,6;11007000
NSIN0001132884;Ajusa;11007100;Прокладка крышки клапанов;1,085;1;119,62;181,25;4;0;11007100;"31-026198-10;04570;638649;638721;638725;71-13045-30;638192;90412303;RC292S;X53091-01;638192;90220309;90324263;90354232;0638192;J1220900;423924P;RC293S;RC6322;702277;638649;638721;638725;0638192;J1220300;J1220900;70-13045-30;827.843;53091;JN693;614 063 0001;1542647;11007109;31-026198-00;40 90 4570;201 220;41174/7930;";DAEWOO ESPERO 95-99 1,8/2,0/LEGANZA 97-03 1,8/OPEL ASTRA 91-98 1,7D/1,8/2,0/FRONTERA 92-98 2,0/KADETT 84-91 1,6D/1,7D/1,8/2,0/OMEGA 86-94 1,8/2,0/VECTRA 88-95 1,6/1,7D/1,8/2,0/95-02 1,6;11007100
NSIN0001133012;Ajusa;11022700;Прокладка крышки клапанов;1,085;1;227,71;345,03;3;0;11022700;"31-026584-00;70-31622-20;04731;JN789;70-31622-00;7700732165;7701471719;71-31622-20;1546811;7701471719;6001543389;X04731-01;30344;RC4314;RC506S;025005P;JD5828;7701471719;773.700;486.770;7700854640;7700739165;7700274003;";RENAULT/DACIA 90- E5F,E6J,E7J,K7M,K7J-710 1171/1390/1598 cc;11022700
NSIN0001133127;Ajusa;11037800;Прокладка крышки клапанов;1,085;1;255,18;386,66;1;0;11037800;"31-024963-40;70-13058-00;08283;06283;JN620;6491460;85HM6584AC;1626168;1657620;6132957;6154456;85HM6584BA;85HM658A4C;11037809;83HM6584AB;83HM6584BB;71-13058-00;1526533;300 951;40399/7835;41069/7935;6180687;85HM6584AB;85HM6584BB;RC3321;50 90 6283;023949P;X08283-01;RC180S;518611;8283;764.248;";Ford Scorpio/Sierra/Transit 1.3-2.0 OHC 83-;11037800
NSIN0001133192;Ajusa;11045500;Прокладка крышки клапанов;1,085;1;330,04;500,09;1;0;11045500;"70-28988-00;15390;1556021;074198025B;32 91 5390;074103360A;0914991;026144P;RC735S;X5306201;RC2300;50-027046-00;914.991;53062;JN915;074103483;074103483B;101 569;";AUDI-VW 89- 3D,AAB,AAS,AAF 2370 cc  DIESEL 2459 cc;11045500
NSIN0001133194;Ajusa;11045700;Прокладка крышки клапанов;1,085;1;286,62;434,3;3;0;11045700;"70-31697-00;71-31697-00;0215660;X53267-01;026146P;440385P;RC1038S;RC2304;078103483;50-027936-00;215.660;53267;JM5166;1556053;078103483L;078103483C;078103483E;515-85129;101 591;2156.60;";AUDI 80 91-94 2,6/2,8/100 90-94 2,6/2,8/AUDI A4 95-97 2,4/2,8/A6 94-97 2,4/2,6/2,8/A8 94-96 2,8;11045700
NSIN0001133239;Ajusa;11050400;Прокладка крышки клапанов;0,044;1;333,59;505,47;1;0;11050400;"J1222041;50-028189-00;71-52592-00;920.428;JN655;56010000;11213-74020;53713;1552815;15-52803-01;";TOYOTA AVENSIS 97-00 2,0/SOLARA 98-02 2,2/CAMRY 86-91 2,0/91-96 2,2/96-01 2,2/CARINA E 93-97 2,0/CELICA 89-93 2,2/93-99 2,2/PICNIC 96-01 2,0/RAV4 94-00 2,0;11050400
NSIN0001133285;Ajusa;11055300;Прокладка крышки клапанов;1,085;1;370,81;561,85;3;0;11055300;"11213-62020;575.550;J1222055;10007;RC1306;RC34012;J1222055;50-028195-00;JN792;1552840;1121362020SN;";Toyota Camry 3.0 91-96;11055300
NSIN0001133286;Ajusa;11055400;Прокладка крышки клапанов;1,085;1;289,29;438,34;2;0;11055400;"50-028195-00;575.570;RC1303;RC34011;1121365010SN;J1222047;50-028193-00;JN712;1552839;11213-65010;11055409;71-53579-00;JC-13079;";Toyota 4 Runner 3.0 V6 88-;11055400
NSIN0001133318;Ajusa;11058600;Прокладка крышки клапанов;1,085;1;337,58;511,51;2;0;11058600;"J1224020;50-028147-00;704.710;53599;JN857;12341-P08-000;1531515;864.260;JC430421;J1224020;440188P;RC915S;RC1387;71-52543-00;1531514;17326;70-52543-00;12341-PO8-000;12030-P2A-000;";HONDA/ROVER 92- D15Z1,D16Z6 1493/1590 cc;11058600
NSIN0001133342;Ajusa;11061200;Прокладка крышки клапанов;1,085;1;244,99;371,22;3;0;11061200;"24-27696-00/0;50-027696-00;50-027697-00;469.440;53032;53033;515-5084;11061209;90501642;4770319;607525;607642;90501638;90501642;90511451;1549070;90501642;4770319;90511451;06 07 525;06 07 569;06 07 642;RC846S;440468P;RC0359;JM5094;X53032-01;607569;205 530;";OPEL/SAAB 93- X30XE,C25XE,B308i,B258i,Y26SE 2498/2597/2962 cc;11061200
NSIN0001133343;Ajusa;11061300;Прокладка крышки клапанов;1,085;1;241,01;365,18;7;0;11061300;"24-27696-00/0;50-027697-00;469.440;53033;JM5095;PX0990;11061309;90501641;90511451;607642;4770319;607525;90501638;4770319;90501641;1549071;205 530;4770319;90501641;90511451;06 07 525;06 07 569;06 07 642;440468P;RC0356;X53033-01;607569;";OPEL/SAAB 93- X30XE,C25XE,B308i,B258i,Y26SE 2498/2597/2962 cc;11061300
NSIN0001133483;Ajusa;11078400;Прокладка крышки клапанов;1,085;1;431,94;654,49;1;0;11078400;"515-85122;53715;038103469AA;038103469G;038103469R;038103469T;038103483;038103483C;1118996;11078409;266.060;71-35884-00;JM5203;50-029934-00;30 93 2004;RC1012S;RC9383;32004;1556069;JM5120;X53715-01;1118996;50-029555-00;";AUDI A4 00-01/A6 00-05/FORD GALAXY 00-06/VW BORA 99-05/GOLF 00-05/PASSAT 98-00/SHARAN 00-10 1,9TDI;11078400
